Text,Image,Folio
urn:cts:greekLit:tlg5026.msAil.hmt:17.6,"urn:cite:hmt:vaimg.VA223VUVD-0942@0.362,0.5672,0.305,0.0255",urn:cite:hmt:msA.223v
